0 - moving, 1 - wallBounce, 2 - playerHit, 3 - enemyHit, 4 - playerFail, 5 - enemyFail
playerPosY, enemyPosY, events, playerScore, enemyScore
-0.2456203, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3972376, 4.34, 4.00, 0.00, 0.00
-0.3972376, 4.34, 4.00, 0.00, 0.00
-0.3972376, 4.34, 4.00, 0.00, 0.00
-0.4063346, 4.34, 4.00, 0.00, 0.00
-0.4063346, 4.34, 4.00, 0.00, 0.00
-0.4063346, 4.34, 4.00, 0.00, 0.00
-0.4063346, 4.34, 4.00, 0.00, 0.00
-0.409367, 4.34, 4.00, 0.00, 0.00
-0.409367, 4.34, 4.00, 0.00, 0.00
-0.409367, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4123993, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4518198, 4.34, 4.00, 0.00, 0.00
-0.4518198, 4.34, 4.00, 0.00, 0.00
-0.4518198, 4.34, 4.00, 0.00, 0.00
-0.4518198, 4.34, 4.00, 0.00, 0.00
-0.4518198, 4.34, 4.00, 0.00, 0.00
-0.4518198, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4487875, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4457551, 4.34, 4.00, 0.00, 0.00
-0.4396904, 4.34, 4.00, 0.00, 0.00
-0.4396904, 4.34, 4.00, 0.00, 0.00
-0.4396904, 4.34, 4.00, 0.00, 0.00
-0.4305934, 4.34, 4.00, 0.00, 0.00
-0.4305934, 4.34, 4.00, 0.00, 0.00
-0.4305934, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.4245287, 4.34, 4.00, 0.00, 0.00
-0.409367, 4.34, 4.00, 0.00, 0.00
-0.409367, 4.34, 4.00, 0.00, 0.00
-0.409367, 4.34, 4.00, 0.00, 0.00
-0.4063346, 4.34, 4.00, 0.00, 0.00
-0.4063346, 4.34, 4.00, 0.00, 0.00
-0.4033023, 4.34, 4.00, 0.00, 0.00
-0.4033023, 4.34, 4.00, 0.00, 0.00
-0.4033023, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3942052, 4.34, 4.00, 0.00, 0.00
-0.3911729, 4.34, 4.00, 0.00, 0.00
-0.3911729, 4.34, 4.00, 0.00, 0.00
-0.3911729, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3851082, 4.34, 4.00, 0.00, 0.00
-0.3881405, 4.34, 4.00, 0.00, 0.00
-0.3881405, 4.34, 4.00, 0.00, 0.00
-0.3881405, 4.34, 4.00, 0.00, 0.00
-0.3911729, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
-0.4002699, 4.34, 4.00, 0.00, 0.00
